Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16
b;26.92;225;u;g;i;bb;5;f;f;0;t;g;00640;4000;-
b;33.75;275;u;g;i;bb;0;f;f;0;f;g;00180;0;-
b;38.92;175;u;g;k;v;5;f;f;0;t;g;00300;2;-
b;62.75;7;u;g;e;z;0;f;f;0;f;g;00000;12;-
?;32.25;15;u;g;c;v;25;f;f;0;t;g;00372;122;-
b;26.75;45;y;p;c;bb;25;f;f;0;f;g;00200;1210;-
b;63.33;54;u;g;c;v;585;t;t;3;t;g;00180;0;-
b;27.83;15;u;g;w;v;225;f;t;1;t;g;00100;3;-
a;26.17;2;u;g;j;j;0;f;f;0;t;g;00276;1;-
b;22.17;585;y;p;ff;ff;0;f;f;0;f;g;00100;0;-
b;22.50;115;y;p;m;v;15;f;f;0;t;g;00000;4000;-
b;30.75;1585;u;g;d;v;585;f;f;0;t;s;00000;0;-
b;36.67;2;u;g;i;v;25;f;f;0;t;g;00221;0;-
a;16.00;165;u;g;aa;v;1;f;t;2;t;g;00320;1;-
b;41.17;1335;u;g;d;v;165;f;f;0;f;g;00168;0;-
a;19.50;165;u;g;q;v;4;f;f;0;t;g;00380;0;-
b;32.42;3;u;g;d;v;165;f;f;0;t;g;00120;0;-
a;36.75;471;u;g;ff;ff;0;f;f;0;f;g;00160;0;-
a;30.25;55;u;g;k;v;55;f;f;0;t;s;00100;0;-
b;23.08;25;u;g;ff;ff;85;f;f;0;t;g;00100;4208;-
b;26.83;54;u;g;k;ff;0;f;f;0;f;g;00100;0;-
b;16.92;335;y;p;k;v;29;f;f;0;f;s;00200;0;-
b;24.42;2;u;g;e;dd;165;f;t;2;f;g;00320;1300;-
b;42.83;125;u;g;m;v;13875;f;t;1;t;g;00352;112;-
a;22.75;6165;u;g;aa;v;165;f;f;0;f;g;00220;1000;-
b;39.42;171;y;p;m;v;165;f;f;0;f;s;00400;0;-
a;23.58;115;y;p;k;h;3;f;f;0;t;g;00020;16;-
b;21.42;75;y;p;r;n;75;f;f;0;t;g;00132;2;-
b;33.00;25;y;p;w;v;7;f;f;0;t;g;00280;0;-
b;26.33;13;u;g;e;dd;0;f;f;0;t;g;00140;1110;-
a;45.00;4585;u;g;k;h;1;f;f;0;t;s;00240;0;-
b;26.25;154;u;g;w;v;125;f;f;0;f;g;00100;0;-
?;28.17;585;u;g;aa;v;4;f;f;0;f;g;00260;1004;-
a;20.83;5;y;p;e;dd;1;f;f;0;f;g;00260;0;-
b;28.67;145;u;g;d;v;125;f;f;0;f;g;00000;286;-
b;20.67;835;y;p;c;v;2;f;f;0;t;s;00240;0;-
b;34.42;1335;u;g;i;bb;125;f;f;0;t;g;00440;4500;-
b;33.58;25;u;g;i;bb;4;f;f;0;t;s;00420;0;-
b;43.17;5;u;g;i;bb;225;f;f;0;t;g;00141;0;-
a;22.67;7;u;g;c;v;165;f;f;0;f;g;00160;0;-
a;24.33;25;y;p;i;bb;45;f;f;0;f;g;00200;456;-
a;56.83;425;y;p;ff;ff;5;f;f;0;t;g;00000;4;-
b;22.08;1146;u;g;k;v;1585;f;f;0;t;g;00100;1212;-
b;34.00;55;y;p;c;v;15;f;f;0;t;g;00060;0;-
b;22.58;15;y;p;aa;v;54;f;f;0;t;g;00120;67;-
b;21.17;0;u;g;c;v;5;f;f;0;t;s;00000;0;-
b;26.67;14585;u;g;i;bb;0;f;f;0;t;g;00178;0;-
b;22.92;17;u;g;m;v;85;f;f;0;f;s;00000;0;-
b;15.17;7;u;g;e;v;1;f;f;0;f;g;00600;0;-
b;39.92;5;u;g;i;bb;21;f;f;0;f;g;00550;0;-
b;27.42;125;u;g;aa;bb;25;f;f;0;t;g;00720;0;-
b;24.75;54;u;g;m;v;1;f;f;0;t;g;00120;1;-
b;41.17;125;y;p;w;v;25;f;f;0;f;g;00000;195;-
a;33.08;1625;u;g;d;v;54;f;f;0;t;g;00000;0;-
b;29.83;204;y;p;x;h;4;f;f;0;f;g;00128;1;-
a;23.58;585;y;p;ff;ff;125;f;f;0;f;g;00120;87;-
b;26.17;125;y;p;k;h;125;f;f;0;t;g;00000;17;-
b;31.00;2085;u;g;c;v;85;f;f;0;f;g;00300;0;-
b;20.75;5085;y;p;j;v;29;f;f;0;f;g;00140;184;-
b;28.92;375;u;g;c;v;29;f;f;0;f;g;00220;140;-
a;51.92;65;u;g;i;bb;3085;f;f;0;t;g;00073;0;-
a;22.67;335;u;g;q;v;75;f;f;0;f;s;00160;0;-
b;34.00;5085;y;p;i;bb;1085;f;f;0;t;g;00480;0;-
a;69.50;6;u;g;ff;ff;0;f;f;0;f;s;00000;0;-
a;40.33;8125;y;p;k;v;165;f;t;2;f;g;?;18;-
a;19.58;665;y;p;c;v;1;f;t;1;f;g;02000;2;-
b;16.00;3125;u;g;w;v;85;f;t;1;f;g;00000;6;-
b;17.08;25;u;g;q;v;335;f;t;4;f;g;00160;8;-
b;31.25;2835;u;g;ff;ff;0;f;t;5;f;g;00176;146;-
b;25.17;3;u;g;c;v;125;f;t;1;f;g;00000;22;-
a;22.67;79;u;g;i;v;85;f;f;0;f;g;00144;0;-
b;40.58;15;u;g;i;bb;0;f;f;0;f;s;00300;0;-
b;22.25;46;u;g;k;v;125;f;f;0;t;g;00280;55;-
a;22.25;125;y;p;ff;ff;325;f;f;0;f;g;00280;0;-
b;22.50;125;y;p;k;v;125;f;f;0;f;g;00200;70;-
b;23.58;179;u;g;c;v;54;f;f;0;t;g;00136;1;-
b;38.42;705;u;g;c;v;375;f;t;2;f;g;00225;500;-
a;26.58;254;y;p;ff;ff;0;f;f;0;t;g;00180;60;-
b;35.00;25;u;g;i;v;1;f;f;0;t;g;00210;0;-
b;20.42;1085;u;g;q;v;15;f;f;0;f;g;00108;7;-
b;29.42;125;u;g;w;v;175;f;f;0;f;g;00200;0;-
b;26.17;835;u;g;cc;v;1165;f;f;0;f;g;00100;0;-
b;33.67;2165;u;g;c;v;15;f;f;0;f;p;00120;0;-
b;24.58;125;u;g;c;v;25;f;f;0;f;g;00110;0;-
a;27.67;204;u;g;w;v;25;f;f;0;t;g;00180;50;-
b;37.50;835;u;g;e;v;4;f;f;0;f;g;00120;5;-
b;49.17;229;u;g;ff;ff;29;f;f;0;f;g;00200;3;-
b;33.58;335;y;p;cc;v;85;f;f;0;f;g;00180;0;-
b;51.83;3;y;p;ff;ff;15;f;f;0;f;g;00180;4;-
b;22.92;3165;y;p;c;v;165;f;f;0;f;g;00160;1058;-
b;21.83;154;u;g;k;v;85;f;f;0;t;g;00356;0;-
b;25.25;1;u;g;aa;v;5;f;f;0;f;g;00200;0;-
b;58.58;271;u;g;c;v;2415;f;f;0;t;g;00320;0;-
b;19.00;0;y;p;ff;ff;0;f;t;4;f;g;00045;1;-
b;19.58;585;u;g;ff;ff;0;f;t;3;f;g;00350;769;-
a;53.33;165;u;g;ff;ff;0;f;f;0;t;s;00062;27;-
a;27.17;125;u;g;ff;ff;0;f;t;1;f;g;00092;300;-
b;25.92;875;u;g;k;v;375;f;t;2;t;g;00174;3;-
b;23.08;0;u;g;k;v;1;f;t;11;f;s;00000;0;-
b;39.58;5;u;g;ff;ff;0;f;t;2;f;g;00017;1;-
b;30.58;271;y;p;m;v;125;f;f;0;t;s;00080;0;-
b;17.25;3;u;g;k;v;4;f;f;0;t;g;00160;40;-
a;17.67;0;y;p;j;ff;0;f;f;0;f;g;00086;0;-
a;?;1125;u;g;ff;ff;0;f;f;0;f;g;?;5200;-
b;16.50;125;u;g;c;v;165;f;f;0;f;g;00132;0;-
a;27.33;1665;u;g;ff;ff;0;f;f;0;f;g;00340;1;-
b;31.25;1125;u;g;ff;ff;0;f;t;1;f;g;00096;19;-
b;20.00;7;u;g;c;v;5;f;f;0;f;g;00000;0;-
b;?;3;y;p;i;bb;7;f;f;0;f;g;00000;1;-
b;39.50;1625;u;g;c;v;15;f;f;0;f;g;00000;316;-
b;36.50;425;u;g;q;v;35;f;f;0;f;g;00454;50;-
?;29.75;665;u;g;w;v;25;f;f;0;t;g;00300;0;-
b;52.42;15;u;g;d;v;375;f;f;0;t;g;00000;350;-
b;36.17;18125;u;g;w;v;85;f;f;0;f;g;00320;3552;-
b;34.58;0;?;?;?;?;0;f;f;0;f;p;?;0;-
b;29.67;75;y;p;c;v;4;f;f;0;f;g;00240;0;-
b;36.17;55;u;g;i;bb;5;f;f;0;f;g;00210;687;-
b;25.67;29;y;p;c;v;15;f;f;0;t;g;00160;0;-
a;24.50;2415;y;p;c;v;0;f;f;0;f;g;00120;0;-
b;24.08;875;u;g;m;v;85;f;t;4;f;g;00254;1950;-
b;21.92;5;u;g;c;v;125;f;f;0;f;g;00360;0;-
a;36.58;29;u;g;ff;ff;0;f;t;10;f;g;00200;18;-
a;23.00;1835;u;g;j;j;0;f;t;1;f;g;00200;53;-
a;27.58;3;u;g;m;v;279;f;t;1;t;g;00280;10;-
b;31.08;3085;u;g;c;v;25;f;t;2;t;g;00160;41;-
a;30.42;1375;u;g;w;h;4;f;t;3;f;g;00000;33;-
b;22.08;2335;u;g;k;v;75;f;f;0;f;g;00180;0;-
b;16.33;4085;u;g;i;h;415;f;f;0;t;g;00120;0;-
a;21.92;11665;u;g;k;h;85;f;f;0;f;g;00320;5;-
b;21.08;4125;y;p;i;h;4;f;f;0;f;g;00140;100;-
b;17.42;65;u;g;i;v;125;f;f;0;f;g;00060;100;-
b;19.17;4;y;p;i;v;1;f;f;0;t;g;00360;1000;-
b;20.67;415;u;g;c;v;125;f;f;0;f;g;00000;44;-
b;26.75;2;u;g;d;v;75;f;f;0;t;g;00080;0;-
b;23.58;835;u;g;i;h;85;f;f;0;t;g;00220;5;-
b;39.17;25;y;p;i;h;10;f;f;0;t;s;00200;0;-
b;22.75;115;u;g;i;v;415;f;f;0;f;g;00000;0;-
?;26.50;271;y;p;?;?;85;f;f;0;f;s;00080;0;-
a;16.92;5;u;g;i;v;165;f;t;6;t;g;00240;35;-
b;23.50;3165;y;p;k;v;415;f;t;1;t;g;00280;80;-
a;17.33;95;u;g;aa;v;175;f;t;10;t;g;00000;10;-
b;23.75;415;y;p;c;v;4;f;t;2;f;g;00128;6;-
b;34.67;108;u;g;m;v;1165;f;f;0;f;s;00028;0;-
b;74.83;19;y;p;ff;ff;4;f;t;2;f;g;00000;351;-
b;28.17;125;y;p;k;v;85;f;f;0;f;g;00216;2100;-
b;24.50;13335;y;p;aa;v;4;f;f;0;t;g;00120;475;-
b;18.83;354;y;p;ff;ff;0;f;f;0;t;g;00180;1;-
?;45.33;1;u;g;q;v;125;f;f;0;t;g;00263;0;-
a;47.25;75;u;g;q;h;275;t;t;1;f;g;00333;892;+
b;24.17;875;u;g;q;v;4625;t;t;2;t;g;00520;2000;+
b;39.25;95;u;g;m;v;65;t;t;14;f;g;00240;4607;+
a;20.50;11835;u;g;c;h;6;t;f;0;f;g;00340;0;+
a;18.83;4415;y;p;c;h;3;t;f;0;f;g;00240;0;+
b;19.17;95;u;g;w;v;15;t;f;0;f;g;00120;2206;+
a;25.00;875;u;g;x;h;104;t;f;0;t;g;00160;5860;+
b;20.17;925;u;g;c;v;1665;t;t;3;t;g;00040;28;+
b;25.75;5;u;g;c;v;146;t;t;5;t;g;00312;0;+
b;20.42;7;u;g;c;v;1625;t;t;3;f;g;00200;1391;+
b;?;4;u;g;x;v;5;t;t;3;t;g;00290;2279;+
b;39.00;5;u;g;cc;v;35;t;t;10;t;g;00000;0;+
a;64.08;165;u;g;ff;ff;0;t;t;1;f;g;00232;100;+
b;28.25;5125;u;g;x;v;475;t;t;2;f;g;00420;7;+
a;28.75;375;u;g;c;v;1085;t;t;1;t;g;00371;0;+
b;31.33;195;u;g;c;v;7;t;t;16;f;g;00000;5000;+
a;18.92;9;u;g;aa;v;75;t;t;2;f;g;00088;591;+
a;24.75;3;u;g;q;h;1835;t;t;19;f;g;00000;500;+
a;30.67;12;u;g;c;v;2;t;t;1;f;g;00220;19;+
b;21.00;479;y;p;w;v;225;t;t;1;t;g;00080;300;+
b;13.75;4;y;p;w;v;175;t;t;2;t;g;00120;1000;+
a;46.00;4;u;g;j;j;0;t;f;0;f;g;00100;960;+
a;44.33;0;u;g;c;v;25;t;f;0;f;g;00000;0;+
b;20.25;996;u;g;e;dd;0;t;f;0;f;g;00000;0;+
b;22.67;254;y;p;c;h;2585;t;f;0;f;g;00000;0;+
b;?;105;u;g;x;v;65;t;f;0;f;g;00000;0;+
a;60.92;5;u;g;aa;v;4;t;t;4;f;g;00000;99;+
b;16.08;75;u;g;c;v;175;t;t;5;t;g;00352;690;+
a;28.17;375;u;g;q;v;585;t;t;4;f;g;00080;0;+
b;39.17;171;u;g;x;v;125;t;t;5;t;g;00480;0;+
?;20.42;75;u;g;k;v;15;t;t;1;f;g;00160;234;+
a;30.00;529;u;g;e;dd;225;t;t;5;t;g;00099;500;+
b;22.83;3;u;g;m;v;129;t;t;1;f;g;00260;800;+
a;22.50;85;u;g;q;v;175;t;t;10;f;g;00080;990;-
a;28.58;1665;u;g;q;v;2415;t;f;0;t;g;00440;0;-
b;45.17;15;u;g;c;v;25;t;f;0;t;g;00140;0;-
b;41.58;175;u;g;k;v;21;t;f;0;f;g;00160;0;-
a;57.08;335;u;g;i;bb;1;t;f;0;t;g;00252;2197;-
a;55.75;708;u;g;k;h;675;t;t;3;t;g;00100;50;-
b;43.25;2521;u;g;q;h;21;t;t;1;f;g;00760;90;-
a;25.33;2085;u;g;c;h;275;t;f;0;t;g;00360;1;-
a;24.58;67;u;g;aa;h;175;t;f;0;f;g;00400;0;-
b;43.17;225;u;g;i;bb;75;t;f;0;f;g;00560;0;-
b;40.92;835;u;g;ff;ff;0;t;f;0;f;g;00130;1;-
b;31.83;25;u;g;aa;v;75;t;f;0;t;g;00523;0;-
a;33.92;1585;y;p;ff;ff;0;t;f;0;f;g;00320;0;-
a;24.92;125;u;g;ff;ff;0;t;f;0;f;g;00080;0;-
b;35.25;3165;u;g;x;h;375;t;f;0;t;g;00680;0;-
b;34.25;175;u;g;w;bb;25;t;f;0;t;g;00163;0;-
b;80.25;55;u;g;?;?;54;t;f;0;f;g;00000;340;-
b;19.42;15;y;p;cc;v;2;t;f;0;t;g;00100;20;-
b;42.75;3;u;g;i;bb;1;t;f;0;f;g;00000;200;-
b;19.67;10;y;p;k;h;835;t;f;0;t;g;00140;0;-
b;36.33;379;u;g;w;v;1165;t;f;0;t;g;00200;0;-
b;30.08;104;y;p;i;bb;5;t;t;10;t;g;00132;28;-
b;44.25;11;y;p;d;v;15;t;f;0;f;s;00000;0;-
b;23.58;46;y;p;w;v;2625;t;t;6;t;g;00208;347;-
b;23.92;15;u;g;d;h;1875;t;t;6;f;g;00200;327;+
b;33.17;1;u;g;x;v;75;t;t;7;t;g;00340;4071;+
b;48.33;12;u;g;m;v;16;t;f;0;f;s;00110;0;+
b;76.75;2229;u;g;e;z;1275;t;t;1;t;g;00000;109;+
b;51.33;10;u;g;i;bb;0;t;t;11;f;g;00000;1249;+
b;34.75;15;u;g;r;n;5375;t;t;9;t;g;00000;134;+
b;38.58;3335;u;g;w;v;4;t;t;14;f;g;00383;1344;+
a;22.42;1125;y;p;x;h;75;t;t;4;f;g;00000;321;+
b;41.92;42;u;g;c;h;21;t;t;6;f;g;00220;948;+
b;29.58;45;u;g;w;v;75;t;t;2;t;g;00330;0;+
a;32.17;146;u;g;w;v;1085;t;t;16;f;g;00120;2079;+
b;51.42;4;u;g;x;h;4;t;f;0;f;g;00000;3000;+
a;22.83;229;u;g;q;h;229;t;t;7;t;g;00140;2384;+
a;25.00;1233;u;g;cc;h;35;t;t;6;f;g;00400;458;+
b;26.75;1125;u;g;x;h;125;t;f;0;f;g;00000;5298;+
b;23.33;15;u;g;c;h;1415;t;f;0;f;g;00422;200;+
b;24.42;12335;u;g;q;h;1585;t;f;0;t;g;00120;0;+
b;42.17;504;u;g;q;h;1275;t;f;0;t;g;00092;0;+
a;20.83;3;u;g;aa;v;4;t;f;0;f;g;00100;0;+
b;23.08;115;u;g;w;h;2125;t;t;11;t;g;00290;284;+
a;25.17;2875;u;g;x;h;875;t;f;0;f;g;00360;0;+
b;43.08;375;y;p;c;v;375;t;t;8;t;g;00300;162;+
a;35.75;915;u;g;aa;v;75;t;t;4;f;g;00000;1583;+
b;59.50;275;u;g;w;v;175;t;t;5;t;g;00060;58;+
b;21.00;3;y;p;d;v;1085;t;t;8;t;g;00160;1;+
b;21.92;54;y;p;x;v;4;t;t;1;t;g;00840;59;+
a;65.17;14;u;g;ff;ff;0;t;t;11;t;g;00000;1400;+
a;20.33;10;u;g;c;h;1;t;t;4;f;g;00050;1465;+
b;32.25;165;y;p;c;h;325;t;t;1;t;g;00432;8000;+
b;30.17;5;u;g;c;v;175;t;t;11;f;g;00032;540;+
b;25.17;6;u;g;c;v;1;t;t;3;f;g;00000;0;+
b;39.17;1625;u;g;c;v;15;t;t;10;f;g;00186;4700;+
b;39.08;6;u;g;m;v;129;t;t;5;t;g;00108;1097;+
b;31.67;83;u;g;x;v;1335;t;t;8;t;g;00303;3290;+
b;41.00;4;u;g;e;v;4;f;t;1;f;s;00560;0;+
b;48.50;425;u;g;m;v;125;t;f;0;t;g;00225;0;+
b;32.67;9;y;p;w;h;525;t;f;0;t;g;00154;0;+
a;28.08;15;y;p;e;z;0;t;f;0;f;g;00000;13212;+
b;73.42;1775;u;g;ff;ff;0;t;f;0;t;g;00000;0;+
b;64.08;20;u;g;x;h;175;t;t;9;t;g;00000;1000;+
b;51.58;15;u;g;c;v;85;t;t;9;f;g;00000;0;+
b;26.67;175;y;p;c;v;1;t;t;5;t;g;00160;5777;+
b;25.33;58;u;g;c;v;29;t;t;7;t;g;00096;5124;+
b;30.17;65;u;g;cc;v;3125;t;t;8;f;g;00330;1200;+
b;27.00;75;u;g;c;h;425;t;t;3;t;g;00312;150;+
b;23.17;0;?;?;?;?;0;f;f;0;f;p;?;0;+
b;34.17;525;u;g;w;v;85;f;f;0;t;g;00290;6;+
b;38.67;21;u;g;k;v;85;t;f;0;t;g;00280;0;+
b;25.75;75;u;g;c;bb;25;t;f;0;f;g;00349;23;+
a;46.08;3;u;g;c;v;2375;t;t;8;t;g;00396;4159;+
a;21.50;6;u;g;aa;v;25;t;t;3;f;g;00080;918;+
?;20.08;125;u;g;q;v;1;f;t;1;f;g;00240;768;+
b;20.50;2415;u;g;c;v;2;t;t;11;t;g;00200;3000;+
a;29.50;46;u;g;k;v;54;t;t;4;f;g;00380;500;+
?;42.25;175;y;p;?;?;0;f;f;0;t;g;00150;1;-
b;29.83;125;y;p;k;v;25;f;f;0;f;g;00224;0;-
b;20.08;25;u;g;q;v;125;f;f;0;f;g;00200;0;-
b;23.42;585;u;g;c;h;85;t;f;0;f;g;00180;0;-
a;29.58;175;y;p;k;v;125;f;f;0;t;g;00280;0;-
b;16.17;4;u;g;c;v;4;f;f;0;f;g;00000;0;+
b;32.33;35;u;g;k;v;5;f;f;0;t;g;00232;0;-
b;?;4;y;p;d;v;425;f;f;0;t;g;00460;0;-
b;47.83;4165;u;g;x;bb;85;f;f;0;t;g;00520;0;-
b;20.00;125;y;p;k;v;125;f;f;0;f;g;00140;4;-
b;27.58;325;y;p;q;h;5085;f;t;2;t;g;00369;1;-
b;22.00;79;u;g;w;v;29;f;t;1;f;g;00420;283;-
b;19.33;10915;u;g;c;bb;585;f;t;2;t;g;00200;7;-
a;38.33;4415;u;g;c;v;125;f;f;0;f;g;00160;0;-
b;29.42;125;u;g;c;h;25;f;t;2;t;g;00400;108;-
b;22.67;75;u;g;i;v;1585;f;t;1;t;g;00400;9;-
b;32.25;14;y;p;ff;ff;0;f;t;2;f;g;00160;1;-
b;29.58;475;u;g;m;v;2;f;t;1;t;g;00460;68;-
b;18.42;10415;y;p;aa;v;125;t;f;0;f;g;00120;375;-
b;22.17;225;u;g;i;v;125;f;f;0;f;g;00160;10;-
b;22.67;165;u;g;c;j;225;f;f;0;t;s;00000;0;+
a;25.58;0;?;?;?;?;0;f;f;0;f;p;?;0;+
b;18.83;0;u;g;q;v;665;f;f;0;f;g;00160;1;-
b;21.58;79;y;p;cc;v;665;f;f;0;f;g;00160;0;-
b;23.75;12;u;g;c;v;2085;f;f;0;f;s;00080;0;-
b;22.00;7835;y;p;i;bb;165;f;f;0;t;g;?;0;-
b;36.08;254;u;g;ff;ff;0;f;f;0;f;g;00000;1000;-
b;29.25;13;u;g;d;h;5;f;f;0;f;g;00228;0;-
a;19.58;665;u;g;w;v;1665;f;f;0;f;g;00220;5;-
a;22.92;125;u;g;q;v;25;f;f;0;t;g;00120;809;-
a;27.25;29;u;g;m;h;125;f;t;1;t;g;00272;108;-
a;38.75;15;u;g;ff;ff;0;f;f;0;f;g;00076;0;-
b;32.42;2165;y;p;k;ff;0;f;f;0;f;g;00120;0;-
a;23.75;71;u;g;w;v;25;f;t;1;t;g;00240;4;-
b;18.17;246;u;g;c;n;96;f;t;2;t;g;00160;587;-
b;40.92;5;y;p;m;v;5;f;f;0;t;g;00130;0;-
b;19.50;9585;u;g;aa;v;79;f;f;0;f;g;00080;350;-
b;28.58;3625;u;g;aa;v;25;f;f;0;t;g;00100;0;-
b;35.58;75;u;g;k;v;15;f;f;0;t;g;00231;0;-
b;34.17;275;u;g;i;bb;25;f;f;0;t;g;00232;200;-
?;33.17;225;y;p;cc;v;35;f;f;0;t;g;00200;141;-
b;31.58;75;y;p;aa;v;35;f;f;0;t;g;00320;0;-
a;52.50;7;u;g;aa;h;3;f;f;0;f;g;00000;0;-
b;36.17;42;y;p;w;v;29;f;f;0;t;g;00309;2;-
b;37.33;2665;u;g;cc;v;165;f;f;0;t;g;00000;501;-
a;20.83;85;u;g;c;v;165;f;f;0;f;g;00000;351;-
b;24.08;9;u;g;aa;v;25;f;f;0;t;g;00000;0;-
b;25.58;335;u;g;k;h;35;f;f;0;t;g;00340;0;-
a;35.17;375;u;g;ff;ff;0;f;t;6;f;g;00000;200;-
b;48.08;375;u;g;i;bb;1;f;f;0;f;g;00100;2;-
a;15.83;7625;u;g;q;v;125;f;t;1;t;g;00000;160;-
a;22.50;415;u;g;i;v;335;f;f;0;t;s;00144;0;-
b;21.50;115;u;g;i;v;5;t;f;0;t;g;00100;68;-
a;23.58;83;u;g;q;v;415;f;t;1;t;g;00200;11;-
a;21.08;5;y;p;ff;ff;0;f;f;0;f;g;00000;0;-
b;25.67;325;u;g;c;h;229;f;t;1;t;g;00416;21;-
a;38.92;1665;u;g;aa;v;25;f;f;0;f;g;00000;390;-
a;15.75;375;u;g;c;v;1;f;f;0;f;g;00120;18;-
a;28.58;375;u;g;c;v;25;f;t;1;t;g;00040;154;-
b;22.25;9;u;g;aa;v;85;f;f;0;f;g;00000;0;-
b;29.83;35;u;g;c;v;165;f;f;0;f;g;00216;0;-
a;23.50;15;u;g;w;v;875;f;f;0;t;g;00160;0;-
b;32.08;4;y;p;cc;v;15;f;f;0;t;g;00120;0;-
b;31.08;15;y;p;w;v;4;f;f;0;f;s;00160;0;-
b;31.83;4;y;p;m;v;4;f;f;0;f;g;00000;0;-
a;21.75;1175;u;g;c;v;25;f;f;0;t;g;00180;0;-
a;17.92;54;u;g;c;v;175;f;t;1;t;g;00080;5;-
b;30.33;5;u;g;d;h;85;f;f;0;t;s;00252;0;-
b;51.83;204;y;p;ff;ff;15;f;f;0;f;g;00120;1;-
b;47.17;5835;u;g;w;v;55;f;f;0;f;g;00465;150;-
b;25.83;12835;u;g;cc;v;5;f;f;0;f;g;00000;2;-
a;50.25;835;u;g;aa;v;5;f;f;0;t;g;00240;117;-
?;29.50;2;y;p;e;h;2;f;f;0;f;g;00256;17;-
a;37.33;25;u;g;i;h;21;f;f;0;f;g;00260;246;-
a;41.58;104;u;g;aa;v;665;f;f;0;f;g;00240;237;-
a;30.58;10665;u;g;q;h;85;f;t;12;t;g;00129;3;-
b;19.42;725;u;g;m;v;4;f;t;1;f;g;00100;1;-
a;17.92;1021;u;g;ff;ff;0;f;f;0;f;g;00000;50;-
a;20.08;125;u;g;c;v;0;f;f;0;f;g;00000;0;-
b;19.50;29;u;g;k;v;29;f;f;0;f;g;00280;364;-
b;27.83;1;y;p;d;h;3;f;f;0;f;g;00176;537;-
b;17.08;329;u;g;i;v;335;f;f;0;t;g;00140;2;-
b;36.42;75;y;p;d;v;585;f;f;0;f;g;00240;3;-
b;40.58;329;u;g;m;v;35;f;f;0;t;s;00400;0;-
b;21.08;10085;y;p;e;h;125;f;f;0;f;g;00260;0;-
a;22.67;75;u;g;c;v;2;f;t;2;t;g;00200;394;-
a;25.25;135;y;p;ff;ff;2;f;t;1;t;g;00200;1;-
b;17.92;205;u;g;aa;v;4;f;f;0;f;g;00280;750;-
b;35.00;3375;u;g;c;h;829;f;f;0;t;g;00000;0;-
