Any;Trimestre;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Superfície_mitjana_(m2_construïts);Nombre
2021;2;10;Sant Martí;72;Sant Martí de Provençals;Habitatge usat;70.5
2021;2;10;Sant Martí;73;la Verneda i la Pau;Habitatge usat;73.6
2021;3;1;Ciutat Vella;1;el Raval;Total;59.6
2021;3;1;Ciutat Vella;2;el Barri Gòtic;Total;79.0
2021;3;1;Ciutat Vella;3;la Barceloneta;Total;47.5
2021;3;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Total;77.2
2021;3;2;Eixample;5;el Fort Pienc;Total;80.7
2021;3;2;Eixample;6;la Sagrada Família;Total;74.4
2021;3;2;Eixample;7;la Dreta de l'Eixample;Total;124.7
2021;3;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Total;90.4
2021;3;2;Eixample;9;la Nova Esquerra de l'Eixample;Total;83.9
2021;3;2;Eixample;10;Sant Antoni;Total;84.0
2021;3;3;Sants-Montjuïc;11;el Poble Sec;Total;64.9
2021;3;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Total;85.5
2021;3;3;Sants-Montjuïc;13;la Marina de Port;Total;76.5
2021;3;3;Sants-Montjuïc;14;la Font de la Guatlla;Total;73.9
2021;3;3;Sants-Montjuïc;15;Hostafrancs;Total;69.0
2021;3;3;Sants-Montjuïc;16;la Bordeta;Total;66.6
2021;3;3;Sants-Montjuïc;17;Sants - Badal;Total;66.2
2021;3;3;Sants-Montjuïc;18;Sants;Total;67.8
2021;3;4;Les Corts;19;les Corts;Total;82.5
2021;3;4;Les Corts;20;la Maternitat i Sant Ramon;Total;82.9
2021;3;4;Les Corts;21;Pedralbes;Total;149.8
2021;3;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Total;157.0
2021;3;5;Sarrià-Sant Gervasi;23;Sarrià;Total;109.0
2021;3;5;Sarrià-Sant Gervasi;24;les Tres Torres;Total;144.6
2021;3;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Total;120.6
2021;3;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Total;133.8
2021;3;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Total;90.6
2021;3;6;Gràcia;28;Vallcarca i els Penitents;Total;96.2
2021;3;6;Gràcia;29;el Coll;Total;74.2
2021;3;6;Gràcia;30;la Salut;Total;84.8
2021;3;6;Gràcia;31;la Vila de Gràcia;Total;82.8
2021;3;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Total;76.2
2021;3;7;Horta-Guinardó;33;el Baix Guinardó;Total;71.9
2021;3;7;Horta-Guinardó;34;Can Baró;Total;85.0
2021;3;7;Horta-Guinardó;35;el Guinardó;Total;70.9
2021;3;7;Horta-Guinardó;36;la Font d'en Fargues;Total;80.6
2021;3;7;Horta-Guinardó;37;el Carmel;Total;62.2
2021;3;7;Horta-Guinardó;38;la Teixonera;Total;60.8
2021;3;7;Horta-Guinardó;39;Sant Genís dels Agudells;Total;65.9
2021;3;7;Horta-Guinardó;40;Montbau;Total;60.0
2021;3;7;Horta-Guinardó;41;la Vall d'Hebron;Total;61.5
2021;3;7;Horta-Guinardó;42;la Clota;Total;--
2021;3;7;Horta-Guinardó;43;Horta;Total;78.9
2021;3;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Total;69.3
2021;3;8;Nou Barris;45;Porta;Total;62.9
2021;3;8;Nou Barris;46;el Turó de la Peira;Total;63.6
2021;3;8;Nou Barris;47;Can Peguera;Total;--
2021;3;8;Nou Barris;48;la Guineueta;Total;79.9
2021;3;8;Nou Barris;49;Canyelles;Total;72.2
2021;3;8;Nou Barris;50;les Roquetes;Total;59.1
2021;3;8;Nou Barris;51;Verdun;Total;61.1
2021;3;8;Nou Barris;52;la Prosperitat;Total;61.7
2021;3;8;Nou Barris;53;la Trinitat Nova;Total;64.0
2021;3;8;Nou Barris;54;Torre Baró;Total;70.0
2021;3;8;Nou Barris;55;Ciutat Meridiana;Total;59.3
2021;3;8;Nou Barris;56;Vallbona;Total;68.0
2021;3;9;Sant Andreu;57;la Trinitat Vella;Total;61.4
2021;3;9;Sant Andreu;58;Baró de Viver;Total;69.0
2021;3;9;Sant Andreu;59;el Bon Pastor;Total;67.4
2021;3;9;Sant Andreu;60;Sant Andreu;Total;78.6
2021;3;9;Sant Andreu;61;la Sagrera;Total;71.4
2021;3;9;Sant Andreu;62;el Congrés i els Indians;Total;76.2
2021;3;9;Sant Andreu;63;Navas;Total;81.0
2021;3;10;Sant Martí;64;el Camp de l'Arpa del Clot;Total;72.2
2021;3;10;Sant Martí;65;el Clot;Total;72.5
2021;3;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Total;98.7
2021;3;10;Sant Martí;67;la Vila Olímpica del Poblenou;Total;99.1
2021;3;10;Sant Martí;68;el Poblenou;Total;73.4
2021;3;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Total;90.9
2021;3;10;Sant Martí;70;el Besòs i el Maresme;Total;68.4
2021;3;10;Sant Martí;71;Provençals del Poblenou;Total;72.8
2021;3;10;Sant Martí;72;Sant Martí de Provençals;Total;73.8
2021;3;10;Sant Martí;73;la Verneda i la Pau;Total;74.2
2021;3;1;Ciutat Vella;1;el Raval;Habitatge nou lliure;85.0
2021;3;1;Ciutat Vella;2;el Barri Gòtic;Habitatge nou lliure;95.0
2021;3;1;Ciutat Vella;3;la Barceloneta;Habitatge nou lliure;31.8
2021;3;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Habitatge nou lliure;79.0
2021;3;2;Eixample;5;el Fort Pienc;Habitatge nou lliure;74.0
2021;3;2;Eixample;6;la Sagrada Família;Habitatge nou lliure;66.0
2021;3;2;Eixample;7;la Dreta de l'Eixample;Habitatge nou lliure;110.0
2021;3;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Habitatge nou lliure;79.8
2021;3;2;Eixample;9;la Nova Esquerra de l'Eixample;Habitatge nou lliure;86.0
2021;3;2;Eixample;10;Sant Antoni;Habitatge nou lliure;110.0
2021;3;3;Sants-Montjuïc;11;el Poble Sec;Habitatge nou lliure;74.0
2021;3;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Habitatge nou lliure;--
2021;3;3;Sants-Montjuïc;13;la Marina de Port;Habitatge nou lliure;--
2021;3;3;Sants-Montjuïc;14;la Font de la Guatlla;Habitatge nou lliure;82.2
2021;3;3;Sants-Montjuïc;15;Hostafrancs;Habitatge nou lliure;72.0
2021;3;3;Sants-Montjuïc;16;la Bordeta;Habitatge nou lliure;68.0
2021;3;3;Sants-Montjuïc;17;Sants - Badal;Habitatge nou lliure;39.0
2021;3;3;Sants-Montjuïc;18;Sants;Habitatge nou lliure;46.3
2021;3;4;Les Corts;19;les Corts;Habitatge nou lliure;81.6
2021;3;4;Les Corts;20;la Maternitat i Sant Ramon;Habitatge nou lliure;--
2021;3;4;Les Corts;21;Pedralbes;Habitatge nou lliure;88.0
2021;3;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Habitatge nou lliure;97.0
2021;3;5;Sarrià-Sant Gervasi;23;Sarrià;Habitatge nou lliure;93.0
2021;3;5;Sarrià-Sant Gervasi;24;les Tres Torres;Habitatge nou lliure;116.5
2021;3;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Habitatge nou lliure;121.5
2021;3;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Habitatge nou lliure;101.6
2021;3;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Habitatge nou lliure;71.3
2021;3;6;Gràcia;28;Vallcarca i els Penitents;Habitatge nou lliure;97.4
2021;3;6;Gràcia;29;el Coll;Habitatge nou lliure;78.0
2021;3;6;Gràcia;30;la Salut;Habitatge nou lliure;62.0
2021;3;6;Gràcia;31;la Vila de Gràcia;Habitatge nou lliure;76.0
2021;3;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Habitatge nou lliure;92.5
2021;3;7;Horta-Guinardó;33;el Baix Guinardó;Habitatge nou lliure;--
2021;3;7;Horta-Guinardó;34;Can Baró;Habitatge nou lliure;--
2021;3;7;Horta-Guinardó;35;el Guinardó;Habitatge nou lliure;72.9
2021;3;7;Horta-Guinardó;36;la Font d'en Fargues;Habitatge nou lliure;65.0
2021;3;7;Horta-Guinardó;37;el Carmel;Habitatge nou lliure;68.1
2021;3;7;Horta-Guinardó;38;la Teixonera;Habitatge nou lliure;56.9
2021;3;7;Horta-Guinardó;39;Sant Genís dels Agudells;Habitatge nou lliure;64.6
2021;3;7;Horta-Guinardó;40;Montbau;Habitatge nou lliure;56.5
2021;3;7;Horta-Guinardó;41;la Vall d'Hebron;Habitatge nou lliure;--
2021;3;7;Horta-Guinardó;42;la Clota;Habitatge nou lliure;--
2021;3;7;Horta-Guinardó;43;Horta;Habitatge nou lliure;81.1
2021;3;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Habitatge nou lliure;67.3
2021;3;8;Nou Barris;45;Porta;Habitatge nou lliure;48.0
2021;3;8;Nou Barris;46;el Turó de la Peira;Habitatge nou lliure;--
2021;3;8;Nou Barris;47;Can Peguera;Habitatge nou lliure;--
2021;3;8;Nou Barris;48;la Guineueta;Habitatge nou lliure;--
2021;3;8;Nou Barris;49;Canyelles;Habitatge nou lliure;--
2021;3;8;Nou Barris;50;les Roquetes;Habitatge nou lliure;--
2021;3;8;Nou Barris;51;Verdun;Habitatge nou lliure;73.7
2021;3;8;Nou Barris;52;la Prosperitat;Habitatge nou lliure;54.5
2021;3;8;Nou Barris;53;la Trinitat Nova;Habitatge nou lliure;--
2021;3;8;Nou Barris;54;Torre Baró;Habitatge nou lliure;--
2021;3;8;Nou Barris;55;Ciutat Meridiana;Habitatge nou lliure;--
2021;3;8;Nou Barris;56;Vallbona;Habitatge nou lliure;--
2021;3;9;Sant Andreu;57;la Trinitat Vella;Habitatge nou lliure;--
2021;3;9;Sant Andreu;58;Baró de Viver;Habitatge nou lliure;--
2021;3;9;Sant Andreu;59;el Bon Pastor;Habitatge nou lliure;--
2021;3;9;Sant Andreu;60;Sant Andreu;Habitatge nou lliure;87.5
2021;3;9;Sant Andreu;61;la Sagrera;Habitatge nou lliure;--
2021;3;9;Sant Andreu;62;el Congrés i els Indians;Habitatge nou lliure;64.5
2021;3;9;Sant Andreu;63;Navas;Habitatge nou lliure;--
2021;3;10;Sant Martí;64;el Camp de l'Arpa del Clot;Habitatge nou lliure;--
2021;3;10;Sant Martí;65;el Clot;Habitatge nou lliure;--
2021;3;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Habitatge nou lliure;116.7
2021;3;10;Sant Martí;67;la Vila Olímpica del Poblenou;Habitatge nou lliure;75.0
2021;3;10;Sant Martí;68;el Poblenou;Habitatge nou lliure;79.3
2021;3;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Habitatge nou lliure;66.0
2021;3;10;Sant Martí;70;el Besòs i el Maresme;Habitatge nou lliure;86.9
2021;3;10;Sant Martí;71;Provençals del Poblenou;Habitatge nou lliure;67.2
2021;3;10;Sant Martí;72;Sant Martí de Provençals;Habitatge nou lliure;--
2021;3;10;Sant Martí;73;la Verneda i la Pau;Habitatge nou lliure;75.0
2021;3;1;Ciutat Vella;1;el Raval;Habitatge nou protegit;--
2021;3;1;Ciutat Vella;2;el Barri Gòtic;Habitatge nou protegit;--
2021;3;1;Ciutat Vella;3;la Barceloneta;Habitatge nou protegit;--
2021;3;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Habitatge nou protegit;--
2021;3;2;Eixample;5;el Fort Pienc;Habitatge nou protegit;--
2021;3;2;Eixample;6;la Sagrada Família;Habitatge nou protegit;--
2021;3;2;Eixample;7;la Dreta de l'Eixample;Habitatge nou protegit;--
2021;3;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Habitatge nou protegit;39.0
2021;3;2;Eixample;9;la Nova Esquerra de l'Eixample;Habitatge nou protegit;67.0
2021;3;2;Eixample;10;Sant Antoni;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;11;el Poble Sec;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;13;la Marina de Port;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;14;la Font de la Guatlla;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;15;Hostafrancs;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;16;la Bordeta;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;17;Sants - Badal;Habitatge nou protegit;--
2021;3;3;Sants-Montjuïc;18;Sants;Habitatge nou protegit;--
2021;3;4;Les Corts;19;les Corts;Habitatge nou protegit;--
2021;3;4;Les Corts;20;la Maternitat i Sant Ramon;Habitatge nou protegit;--
2021;3;4;Les Corts;21;Pedralbes;Habitatge nou protegit;--
2021;3;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Habitatge nou protegit;--
2021;3;5;Sarrià-Sant Gervasi;23;Sarrià;Habitatge nou protegit;--
2021;3;5;Sarrià-Sant Gervasi;24;les Tres Torres;Habitatge nou protegit;--
2021;3;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Habitatge nou protegit;--
2021;3;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Habitatge nou protegit;--
2021;3;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Habitatge nou protegit;--
2021;3;6;Gràcia;28;Vallcarca i els Penitents;Habitatge nou protegit;--
2021;3;6;Gràcia;29;el Coll;Habitatge nou protegit;--
2021;3;6;Gràcia;30;la Salut;Habitatge nou protegit;--
2021;3;6;Gràcia;31;la Vila de Gràcia;Habitatge nou protegit;--
2021;3;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;33;el Baix Guinardó;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;34;Can Baró;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;35;el Guinardó;Habitatge nou protegit;64.0
2021;3;7;Horta-Guinardó;36;la Font d'en Fargues;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;37;el Carmel;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;38;la Teixonera;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;39;Sant Genís dels Agudells;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;40;Montbau;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;41;la Vall d'Hebron;Habitatge nou protegit;72.5
2021;3;7;Horta-Guinardó;42;la Clota;Habitatge nou protegit;--
2021;3;7;Horta-Guinardó;43;Horta;Habitatge nou protegit;--
2021;3;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Habitatge nou protegit;--
2021;3;8;Nou Barris;45;Porta;Habitatge nou protegit;118.0
2021;3;8;Nou Barris;46;el Turó de la Peira;Habitatge nou protegit;--
2021;3;8;Nou Barris;47;Can Peguera;Habitatge nou protegit;--
2021;3;8;Nou Barris;48;la Guineueta;Habitatge nou protegit;--
2021;3;8;Nou Barris;49;Canyelles;Habitatge nou protegit;--
2021;3;8;Nou Barris;50;les Roquetes;Habitatge nou protegit;--
2021;3;8;Nou Barris;51;Verdun;Habitatge nou protegit;--
2021;3;8;Nou Barris;52;la Prosperitat;Habitatge nou protegit;50.0
2021;3;8;Nou Barris;53;la Trinitat Nova;Habitatge nou protegit;--
2021;3;8;Nou Barris;54;Torre Baró;Habitatge nou protegit;--
2021;3;8;Nou Barris;55;Ciutat Meridiana;Habitatge nou protegit;--
2021;3;8;Nou Barris;56;Vallbona;Habitatge nou protegit;--
2021;3;9;Sant Andreu;57;la Trinitat Vella;Habitatge nou protegit;--
2021;3;9;Sant Andreu;58;Baró de Viver;Habitatge nou protegit;--
2021;3;9;Sant Andreu;59;el Bon Pastor;Habitatge nou protegit;--
2021;3;9;Sant Andreu;60;Sant Andreu;Habitatge nou protegit;--
2021;3;9;Sant Andreu;61;la Sagrera;Habitatge nou protegit;--
2021;3;9;Sant Andreu;62;el Congrés i els Indians;Habitatge nou protegit;--
2021;3;9;Sant Andreu;63;Navas;Habitatge nou protegit;--
2021;3;10;Sant Martí;64;el Camp de l'Arpa del Clot;Habitatge nou protegit;--
2021;3;10;Sant Martí;65;el Clot;Habitatge nou protegit;--
2021;3;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Habitatge nou protegit;--
2021;3;10;Sant Martí;67;la Vila Olímpica del Poblenou;Habitatge nou protegit;--
2021;3;10;Sant Martí;68;el Poblenou;Habitatge nou protegit;56.9
2021;3;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Habitatge nou protegit;--
2021;3;10;Sant Martí;70;el Besòs i el Maresme;Habitatge nou protegit;72.0
2021;3;10;Sant Martí;71;Provençals del Poblenou;Habitatge nou protegit;76.0
2021;3;10;Sant Martí;72;Sant Martí de Provençals;Habitatge nou protegit;--
2021;3;10;Sant Martí;73;la Verneda i la Pau;Habitatge nou protegit;--
2021;3;1;Ciutat Vella;1;el Raval;Habitatge usat;59.3
2021;3;1;Ciutat Vella;2;el Barri Gòtic;Habitatge usat;78.4
2021;3;1;Ciutat Vella;3;la Barceloneta;Habitatge usat;48.8
2021;3;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Habitatge usat;77.1
2021;3;2;Eixample;5;el Fort Pienc;Habitatge usat;81.0
2021;3;2;Eixample;6;la Sagrada Família;Habitatge usat;74.7
2021;3;2;Eixample;7;la Dreta de l'Eixample;Habitatge usat;125.4
2021;3;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Habitatge usat;92.6
2021;3;2;Eixample;9;la Nova Esquerra de l'Eixample;Habitatge usat;83.8
2021;3;2;Eixample;10;Sant Antoni;Habitatge usat;83.1
2021;3;3;Sants-Montjuïc;11;el Poble Sec;Habitatge usat;64.8
2021;3;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Habitatge usat;85.5
2021;3;3;Sants-Montjuïc;13;la Marina de Port;Habitatge usat;76.5
2021;3;3;Sants-Montjuïc;14;la Font de la Guatlla;Habitatge usat;71.5
2021;3;3;Sants-Montjuïc;15;Hostafrancs;Habitatge usat;68.5
2021;3;3;Sants-Montjuïc;16;la Bordeta;Habitatge usat;66.6
2021;3;3;Sants-Montjuïc;17;Sants - Badal;Habitatge usat;66.9
2021;3;3;Sants-Montjuïc;18;Sants;Habitatge usat;68.5
2021;3;4;Les Corts;19;les Corts;Habitatge usat;82.7
2021;3;4;Les Corts;20;la Maternitat i Sant Ramon;Habitatge usat;82.9
2021;3;4;Les Corts;21;Pedralbes;Habitatge usat;160.7
2021;3;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Habitatge usat;172.0
2021;3;5;Sarrià-Sant Gervasi;23;Sarrià;Habitatge usat;109.8
2021;3;5;Sarrià-Sant Gervasi;24;les Tres Torres;Habitatge usat;147.5
2021;3;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Habitatge usat;120.4
2021;3;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Habitatge usat;137.9
2021;3;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Habitatge usat;92.2
2021;3;6;Gràcia;28;Vallcarca i els Penitents;Habitatge usat;95.6
2021;3;6;Gràcia;29;el Coll;Habitatge usat;72.7
2021;3;6;Gràcia;30;la Salut;Habitatge usat;85.4
2021;3;6;Gràcia;31;la Vila de Gràcia;Habitatge usat;83.0
2021;3;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Habitatge usat;75.8
2021;3;7;Horta-Guinardó;33;el Baix Guinardó;Habitatge usat;71.9
2021;3;7;Horta-Guinardó;34;Can Baró;Habitatge usat;85.0
2021;3;7;Horta-Guinardó;35;el Guinardó;Habitatge usat;70.4
2021;3;7;Horta-Guinardó;36;la Font d'en Fargues;Habitatge usat;81.4
2021;3;7;Horta-Guinardó;37;el Carmel;Habitatge usat;58.5
2021;3;7;Horta-Guinardó;38;la Teixonera;Habitatge usat;65.9
2021;3;7;Horta-Guinardó;39;Sant Genís dels Agudells;Habitatge usat;66.9
2021;3;7;Horta-Guinardó;40;Montbau;Habitatge usat;60.9
2021;3;7;Horta-Guinardó;41;la Vall d'Hebron;Habitatge usat;57.8
2021;3;7;Horta-Guinardó;42;la Clota;Habitatge usat;--
2021;3;7;Horta-Guinardó;43;Horta;Habitatge usat;78.5
2021;3;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Habitatge usat;69.4
2021;3;8;Nou Barris;45;Porta;Habitatge usat;61.8
2021;3;8;Nou Barris;46;el Turó de la Peira;Habitatge usat;63.6
2021;3;8;Nou Barris;47;Can Peguera;Habitatge usat;--
2021;3;8;Nou Barris;48;la Guineueta;Habitatge usat;79.9
2021;3;8;Nou Barris;49;Canyelles;Habitatge usat;72.2
2021;3;8;Nou Barris;50;les Roquetes;Habitatge usat;59.1
2021;3;8;Nou Barris;51;Verdun;Habitatge usat;59.6
2021;3;8;Nou Barris;52;la Prosperitat;Habitatge usat;62.2
2021;3;8;Nou Barris;53;la Trinitat Nova;Habitatge usat;64.0
2021;3;8;Nou Barris;54;Torre Baró;Habitatge usat;70.0
2021;3;8;Nou Barris;55;Ciutat Meridiana;Habitatge usat;59.3
2021;3;8;Nou Barris;56;Vallbona;Habitatge usat;68.0
2021;3;9;Sant Andreu;57;la Trinitat Vella;Habitatge usat;61.4
2021;3;9;Sant Andreu;58;Baró de Viver;Habitatge usat;69.0
2021;3;9;Sant Andreu;59;el Bon Pastor;Habitatge usat;67.4
2021;3;9;Sant Andreu;60;Sant Andreu;Habitatge usat;78.5
2021;3;9;Sant Andreu;61;la Sagrera;Habitatge usat;71.4
2021;3;9;Sant Andreu;62;el Congrés i els Indians;Habitatge usat;76.9
2021;3;9;Sant Andreu;63;Navas;Habitatge usat;81.0
2021;3;10;Sant Martí;64;el Camp de l'Arpa del Clot;Habitatge usat;72.2
2021;3;10;Sant Martí;65;el Clot;Habitatge usat;72.5
2021;3;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Habitatge usat;75.9
2021;3;10;Sant Martí;67;la Vila Olímpica del Poblenou;Habitatge usat;117.3
2021;3;10;Sant Martí;68;el Poblenou;Habitatge usat;73.7
2021;3;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Habitatge usat;92.5
2021;3;10;Sant Martí;70;el Besòs i el Maresme;Habitatge usat;57.2
2021;3;10;Sant Martí;71;Provençals del Poblenou;Habitatge usat;73.6
